text,sentiment
" yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei",neutral
**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,neutral
"_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event",neutral
goin to bed w/smokey!!!!!,neutral
 people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,neutral
_Lynn _raquel ahh man  ok if y`all end up doin sumthin else let me kno so I can meet y`all 2 see wht yal gone do..,neutral
"gots my beathing suit that i ordered from victoia`s secret. but i have to exchange the bottoms, so i have to wait another 2 weeks",neutral
Morning back to all,neutral
 I`m entering your contest,neutral
Is waiting for Foreigner start,neutral
I need to look at apartments tomorrow,neutral
"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR.",neutral
is suprisingly okay. or possibly still drunk. goodbyes suck though,neutral
 I`ve had to do laundry for the last two days,neutral
 i was sweating 2 but i didnt see u there,neutral
Smiley absolves all,neutral
a pink balloon for mum on her day,neutral
 We`ll get hitched when you get here.,neutral
 I`ve got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.,neutral
 I don`t think it was either. But I can`t remember it.,neutral
 I want to call you but it would cost to much  But Maybe my parents will say okay =D,neutral
wants to sign up for the Germany field trip pero no tengo dinero.,neutral
Y am i still awoke @ 5:12 a.m,neutral
SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,neutral
"*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?",neutral
"I was going to visit my sister today, but she`s grumpy.  I`ll just chill at home with the family and visit her tomorrow.",neutral
"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",neutral
"Christa`s Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e",neutral
" i guess that means you didn`t beta-read either of my stories, huh?",neutral
"_Kay planted in the garden last week, ive got to check on it",neutral
 Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral
 boffert,neutral
What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral
 another letter for you - this one car insurance - ouch,neutral
" weeooow, i feel fat.... i remember when i used to weigh that much  pfffffffffffffffffffffftttttttt long time ago, hahaha",neutral
"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough",neutral
"_ladie haha, I`ve got my camera and lenses ready!",neutral
" yes, I do  but why did you change?",neutral
 I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I`ll keep u posted!,neutral
 officially MOSS doesnt work on Vista  but unofficially its fine,neutral
 I will post it later. Its not on my comp,neutral
" DON`T PANIC! Hehe, it will be fine. Email it to me",neutral
  dull life was on the soundtrack of one of my favourite showss,neutral
Demi is a super girl but she don`t like the french fans,neutral
At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. <3333 I miss your faceeee,neutral
 Actually people were more decisive than that.,neutral
"Boss just texted me, I HAVE THE DAY OFF! YES< YES AND YES AGAIN!",neutral
 oh yeah them too. LOL,neutral
  morning,neutral
i ran out of facebook quizzes. lol grocery shopping then work. w00t?,neutral
_jayy It might hav to cost u a History essay.,neutral
I forgot to put on sunblock before getting in the car,neutral
" I wanna go, but I so freaking broke   Have fun for me",neutral
And this is what happens when Swine Flu gets to all of us.  http://tinyurl.com/55hq2o,neutral
"Wow, I didn`t realize my seats were so far back.  I hope I can enjoy the show enough for what I paid for the tickets.",neutral
 She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!,neutral
just contributed to economic stimulus at Wal Mart - un expected tire replacements,neutral
Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,neutral
 yes dear....  ... I`m opff bbl8r,neutral
Off for a loooong weekend of inlawing...  ... ...,neutral
Ive chosen Grease,neutral
" You too, Rus!",neutral
 So I`m not seeing you this Saturday?,neutral
TGIF!! Its a GORGEOUS day in Reno today. And I`m stuck inside.,neutral
 I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,neutral
 got it i`ll send you an email in a lil bit i have a lot to say,neutral
the sing store won`t work.,neutral
watching Justin Timberlake on SNL,neutral
 yessssss wore myself out this weekend planting my garden and working,neutral
 nothing  let`s stay quiet together. ps: did you cry?,neutral
some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow,neutral
 I just see the video: 'All your base are belong to us..'  Whatï¿½s going on??!,neutral
"_01 here is winter, but not snow",neutral
there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,neutral
 OMG I WANT TO GO TO THE BEACH!!!,neutral
 and the grease drip pan doubles as a butter dish (in a pinch),neutral
NW Macedonia: Few rainy days in a row.,neutral
DUCKED OFF! I`LL BE BACK IN GA TOMORROW.,neutral
On the way home.,neutral
Dyed my hair. .'back to black',neutral
 Not enough time for Disney World.... might just have to watch the Disney channel instead.,neutral
 am alive   but at work   finish at 1300   sun is out,neutral
 yeah I know. I need to get back into twittering. Just haven`t felt it.  but yes. Thank god for txtin. I would miss ya more,neutral
is wondering what I did to get on the 'do not respond' list,neutral
 sorry  you wouldn`t believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle,neutral
Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm,neutral
trent reznor - liddle beotch doesnt get his way. this could be the title,neutral
posted a few pics of my college on my myspace www.myspace.com/katieheidie,neutral
 all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral
" that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",neutral
ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,neutral
work 4 - close,neutral
 Cause I`m not hearing from you guys!!!,neutral
 I can`t wait that long,neutral
???-?? ? youtube ? ????,neutral
Doing make up for the school musical this week aaah,neutral
" Ahh man, and im off NEXT weekend",neutral
 beating heat with tea?  Try some masala chaas,neutral
Just had some babi pangang. Now off to friends. Tomorrow it`s working time again,neutral
" super but I caught a cold on the plane.  not as far forward in line as I`d like, but the extra sleep was dearly needed.",neutral
 Go log in to your myspace page.,neutral
"Methinks it`s time to read A Doll`s House + Streetcar and get some quotes, and then PHYSICS!",neutral
"_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",neutral
rock pooling.  Can`t believe I get paid for this!,neutral
Why doesn`t McDonald`s make PINEAPPLE pies?,neutral
taking in the local art,neutral
 not yet. im still loading it.  have you?,neutral
"   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel",neutral
" 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?",neutral
 so haven`t seen any videos the last few days  hope everything is ok...,neutral
"Might buy some iPod apps later, hmmm...",neutral
 I shudder at the thought of what she was thinking she`d do with it if she`d managed to reclaim it...,neutral
"I hate mondays, but I love `s schedule. HELLO, DIGG REEL!",neutral
"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",neutral
At my cousins wake,neutral
 no,neutral
Back from comedy night. Great fun. It`s only midnight. I`m knackered. I`m getting old,neutral
Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral
 I`m with ya on that one girl!,neutral
I didn`t catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...,neutral
"_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it",neutral
 yeah I kno...I`m tryna change it bac but its not lettin meeee,neutral
Hey cool: http://oproer.com/twwwitter/,neutral
" Who knows, maybe someday you`ll come home and find... *gasp* DINNER in your FRIDGE!",neutral
"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm",neutral
My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet,neutral
 is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,neutral
"so much for a day off- I`ve been on my feet, all over the place, all day!",neutral
oh my. i have to play cluedo.,neutral
 the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,neutral
i didnt get paid this week  roll on tuesday,neutral
The Good: I drank Jager and licked a hot asian girl`s foot. The Bad: I was reminded once again that I will never get asian girls ever.,neutral
